Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-03-19,151.462,153.864,150.832,153.748,92507080.0
2021-03-22,153.392,156.329,153.002,155.544,58043580.0
2021-03-23,156.35,159.1,156.043,156.875,76345260.0
2021-03-24,157.552,158.016,154.258,154.354,59179620.0
2021-03-25,153.65,155.489,151.857,152.313,71269380.0
2021-03-26,152.203,152.833,149.8,152.602,66258480.0
2021-03-29,152.772,154.562,151.422,153.786,54919360.0
2021-03-30,153.501,153.65,151.7,152.764,46752060.0
2021-03-31,153.203,155.966,153.125,154.704,61877920.0
2021-04-01,155.897,158.122,155.778,158.05,58806360.0
2021-04-05,158.65,161.798,158.062,161.336,66697640.0
2021-04-06,161.188,162.366,160.852,161.191,50756180.0
2021-04-07,161.69,165.181,161.182,163.969,66924540.0
2021-04-08,165.545,166.225,164.6,164.965,56241800.0
2021-04-09,165.235,168.61,164.445,168.61,86829460.0
2021-04-12,167.76,169.752,167.558,168.969,65635960.0
2021-04-13,170.042,171.6,169.782,170.0,66316740.0
2021-04-14,170.202,170.206,166.3,166.65,62904080.0
2021-04-15,168.55,169.85,167.6,168.954,64671600.0
2021-04-16,169.0,170.34,167.78,169.972,63720980.0
2021-04-19,169.516,171.797,168.008,168.6,54508100.0
2021-04-20,168.68,169.15,165.8,166.734,52460640.0
2021-04-21,165.8,168.143,165.19,168.101,44223320.0
2021-04-22,168.584,168.644,165.072,165.452,51611800.0
2021-04-23,165.955,168.75,165.425,167.044,63933040.0
2021-04-26,167.4,171.422,166.547,170.45,97614160.0
2021-04-27,172.174,173.0,169.901,170.872,76542800.0
2021-04-28,171.74,174.494,171.25,172.925,92637680.0
2021-04-29,175.255,175.722,171.75,173.566,153647620.0
2021-04-30,176.256,177.7,173.125,173.371,140186920.0
2021-05-03,174.236,174.332,168.635,169.324,117510600.0
2021-05-04,167.81,168.399,163.606,165.594,108788980.0
2021-05-05,166.943,167.735,163.218,163.527,74226160.0
2021-05-06,163.5,165.72,162.36,165.318,88953920.0
2021-05-07,165.954,166.544,164.454,164.58,94205520.0
2021-05-10,164.116,164.15,159.5,159.524,116772060.0
2021-05-11,156.814,161.9,156.368,161.195,92395620.0
2021-05-12,159.25,160.397,156.655,157.597,98728200.0
2021-05-13,159.273,160.192,156.65,158.074,67137540.0
2021-05-14,159.278,161.443,159.15,161.145,66500440.0
2021-05-17,162.296,164.638,161.73,163.52,74478500.0
2021-05-18,164.629,165.6,161.518,161.614,56567820.0
2021-05-19,159.75,161.738,159.2,161.59,53594160.0
2021-05-20,162.22,162.984,161.809,162.384,52663840.0
2021-05-21,162.5,162.835,159.85,160.154,82097640.0
2021-05-24,160.775,162.897,160.525,162.249,48456260.0
2021-05-25,163.334,163.991,160.688,162.953,65222180.0
2021-05-26,163.73,164.786,162.926,163.258,47679720.0
2021-05-27,162.8,163.018,161.502,161.506,51223140.0
2021-05-28,162.1,162.4,160.985,161.154,46630180.0
2021-06-01,162.175,162.549,160.453,160.932,48600900.0
2021-06-02,161.155,161.75,160.4,161.7,40290480.0
2021-06-03,160.212,160.722,159.202,159.35,47965860.0
2021-06-04,160.6,161.05,159.94,160.311,44994980.0
2021-06-07,159.866,160.4,158.61,159.901,44315120.0
2021-06-08,161.13,163.977,160.901,163.206,68334600.0
2021-06-09,163.644,164.879,163.535,164.058,49110600.0
2021-06-10,164.1,167.55,164.058,167.483,69529600.0
2021-06-11,167.483,168.329,166.672,167.342,56347040.0
2021-06-14,167.342,169.25,166.775,169.194,51393100.0
2021-06-15,169.2,169.849,168.156,169.156,48524000.0
2021-06-16,169.6,171.318,168.026,170.762,84055640.0
2021-06-17,170.159,174.86,170.05,174.462,102730620.0
2021-06-18,173.999,175.35,173.686,174.345,104954740.0
2021-06-21,173.821,174.1,171.7,172.698,65542600.0
2021-06-22,172.903,176.189,172.805,175.272,66901640.0
2021-06-23,175.25,176.05,174.16,175.191,56266820.0
2021-06-24,175.382,176.243,171.542,172.454,76639980.0
2021-06-25,173.2,173.241,169.709,170.073,78819940.0
2021-06-28,170.8,172.4,170.675,172.194,44855860.0
2021-06-29,171.941,172.802,171.152,172.407,41968780.0
2021-06-30,172.053,173.58,171.75,172.008,48079840.0
2021-07-01,171.73,172.85,170.471,171.648,40741060.0
2021-07-02,172.582,175.586,171.846,175.549,63533940.0
2021-07-06,176.506,184.274,176.45,183.787,134895360.0
2021-07-07,185.869,186.71,183.945,184.829,106561240.0
2021-07-08,182.178,187.999,181.056,186.57,103612460.0
2021-07-09,186.126,187.4,184.67,185.967,74964740.0
2021-07-12,187.2,187.864,184.84,185.928,51432700.0
2021-07-13,185.105,188.654,183.566,183.868,76918340.0
2021-07-14,185.442,185.883,183.041,184.084,65931360.0
2021-07-15,184.71,184.77,181.046,181.56,63705840.0
2021-07-16,181.666,182.303,178.523,178.682,80874120.0
2021-07-19,176.629,177.51,174.958,177.48,75691900.0
2021-07-20,178.366,179.6,175.9,178.66,65113600.0
2021-07-21,178.819,179.322,177.182,179.26,46379780.0
2021-07-22,179.362,182.001,179.114,181.902,65307040.0
2021-07-23,182.0,183.306,181.102,182.832,48725840.0
2021-07-26,183.658,185.604,182.362,184.991,58001360.0
2021-07-27,184.925,184.925,179.308,181.32,82637800.0
2021-07-28,181.689,182.921,180.05,181.516,59987560.0
2021-07-29,181.388,181.897,179.001,179.996,110399040.0
2021-07-30,167.397,168.407,165.349,166.38,199311860.0
2021-08-02,167.655,167.946,165.85,166.574,67078300.0
2021-08-03,167.036,169.55,164.988,168.312,83146860.0
2021-08-04,168.968,169.444,167.278,167.736,43678900.0
2021-08-05,167.811,169.45,167.046,168.8,48670060.0
2021-08-06,168.75,168.75,166.452,167.247,52752880.0
2021-08-09,167.18,167.744,166.426,167.094,42964400.0
2021-08-10,167.251,167.9,165.75,166.034,48251020.0
2021-08-11,166.572,166.885,163.89,164.606,58944980.0
2021-08-12,164.5,165.726,163.484,165.175,46476460.0
2021-08-13,165.284,165.303,164.15,164.698,41133980.0
2021-08-16,164.15,165.0,160.556,164.95,66569880.0
2021-08-17,163.875,164.024,161.284,162.098,67758440.0
2021-08-18,162.099,162.705,160.0,160.061,56086220.0
2021-08-19,159.701,161.65,159.123,159.388,75657240.0
2021-08-20,160.194,160.39,158.788,159.998,67168560.0
2021-08-23,160.595,164.045,160.5,163.294,65362620.0
2021-08-24,164.0,165.775,163.729,165.289,51036820.0
2021-08-25,165.493,166.05,164.308,164.959,33606120.0
2021-08-26,164.95,166.6,164.8,165.8,41975220.0
2021-08-27,166.662,167.616,165.688,167.482,48047380.0
2021-08-30,167.871,172.25,167.761,171.079,63844880.0
2021-08-31,171.24,173.629,169.78,173.54,87128260.0
2021-09-01,174.82,176.35,173.762,173.95,72598220.0
2021-09-02,174.738,175.598,172.75,173.156,58511880.0
2021-09-03,172.6,174.134,171.822,173.902,51566480.0
2021-09-07,173.9,176.404,173.847,175.464,54823680.0
2021-09-08,175.582,177.282,174.784,176.275,61067280.0
2021-09-09,176.301,177.499,174.018,174.208,54384820.0
2021-09-10,175.092,175.422,173.145,173.458,47945380.0
2021-09-13,174.14,174.898,171.9,172.858,51380440.0
2021-09-14,173.778,174.34,171.886,172.5,38737940.0
2021-09-15,172.126,174.271,170.1,173.79,59150740.0
2021-09-16,172.998,174.628,172.307,174.412,51671960.0
2021-09-17,174.421,174.87,172.606,173.126,92331120.0
2021-09-20,169.8,170.95,165.251,167.786,93382600.0
2021-09-21,168.75,168.985,166.62,167.182,55617560.0
2021-09-22,167.55,169.45,167.052,169.002,48228060.0
2021-09-23,169.002,171.448,169.002,170.8,47588280.0
2021-09-24,170.1,171.463,169.67,171.276,42324820.0
2021-09-27,168.575,170.778,166.98,170.29,72689000.0
2021-09-28,167.886,168.46,164.505,165.798,88616380.0
2021-09-29,166.106,167.565,164.894,165.056,51245360.0
2021-09-30,165.8,166.392,163.7,164.252,56940660.0
2021-10-01,164.45,165.459,162.797,164.163,56712340.0
2021-10-04,163.969,163.999,158.812,159.489,90461140.0
2021-10-05,160.225,163.036,160.123,161.05,65384160.0
2021-10-06,160.676,163.217,159.931,163.1,50659540.0
2021-10-07,164.577,166.287,164.153,165.122,48181500.0
2021-10-08,165.85,166.072,164.41,164.431,39964340.0
2021-10-11,163.75,164.629,161.905,162.315,40684060.0
2021-10-12,162.85,163.376,161.814,162.366,36391420.0
2021-10-13,163.486,164.419,163.054,164.214,48501720.0
2021-10-14,165.123,165.63,164.539,164.993,42240400.0
2021-10-15,165.571,170.521,165.2,170.451,103598820.0
2021-10-18,169.418,172.459,169.255,172.337,63482300.0
2021-10-19,171.714,172.734,171.1,172.208,47721580.0
2021-10-20,172.633,173.143,170.018,170.753,42795540.0
2021-10-21,170.712,172.014,170.15,171.751,37627700.0
2021-10-22,171.05,171.492,166.565,166.778,62781060.0
2021-10-25,166.75,167.39,164.885,166.018,44519120.0
2021-10-26,167.476,170.806,167.199,168.804,53966840.0
2021-10-27,169.4,171.85,168.573,169.624,54044480.0
2021-10-28,170.105,173.95,169.3,172.329,114174660.0
2021-10-29,165.001,168.741,163.666,168.622,129721540.0
2021-11-01,168.09,168.793,164.601,165.906,72177580.0
2021-11-02,165.751,166.556,164.178,165.638,52551800.0
2021-11-03,165.45,169.746,164.876,169.2,67943780.0
2021-11-04,168.5,174.931,168.25,173.85,107060400.0
2021-11-05,173.85,178.312,173.849,175.95,99939020.0
2021-11-08,176.162,178.95,174.393,174.449,61479840.0
2021-11-09,175.762,179.688,175.071,178.812,85898440.0
2021-11-10,178.194,180.272,173.154,174.103,80548440.0
2021-11-11,175.65,177.162,173.373,173.625,45288120.0
2021-11-12,174.25,177.036,172.353,176.258,53788680.0
2021-11-15,176.85,179.694,176.29,177.284,58594380.0
2021-11-16,176.95,178.825,176.257,177.035,44341420.0
2021-11-17,178.236,179.362,177.267,177.45,51205400.0
2021-11-18,178.318,185.21,178.05,184.803,114070760.0
2021-11-19,185.634,188.107,183.786,183.829,98924060.0
2021-11-22,183.819,185.673,178.375,178.628,96957000.0
2021-11-23,179.252,181.052,176.386,179.002,73844920.0
2021-11-24,178.134,180.682,176.842,179.02,46560360.0
2021-11-26,180.105,181.675,175.208,175.228,59825940.0
2021-11-29,177.382,179.8,176.575,178.079,65311140.0
2021-11-30,178.175,179.288,174.6,175.354,80022140.0
2021-12-01,177.25,177.994,172.08,172.186,75139900.0
2021-12-02,173.0,174.635,171.188,171.868,64725760.0
2021-12-03,172.75,173.493,166.93,169.49,80711000.0
2021-12-06,169.65,173.695,166.934,171.368,68860000.0
2021-12-07,174.6,177.499,173.334,176.164,66410720.0
2021-12-08,176.151,177.18,174.751,176.158,45253660.0
2021-12-09,175.75,176.969,174.14,174.171,46061820.0
2021-12-10,175.417,175.927,170.5,172.212,60689760.0
2021-12-13,172.0,172.1,169.13,169.568,62169000.0
2021-12-14,167.55,169.499,166.44,169.092,55975280.0
2021-12-15,168.598,173.6,165.195,173.315,75794260.0
2021-12-16,173.369,174.166,168.16,168.871,60876840.0
2021-12-17,167.71,170.898,165.614,170.017,85755160.0
2021-12-20,166.85,167.874,165.6,167.079,57372660.0
2021-12-21,167.85,170.716,165.647,170.417,55955820.0
2021-12-22,169.27,172.05,168.501,171.037,55035460.0
2021-12-23,170.428,171.975,170.15,171.068,36788240.0
2021-12-27,171.037,172.943,169.216,169.67,58846820.0
2021-12-28,170.182,172.176,169.136,170.661,54711860.0
2021-12-29,170.84,171.212,168.601,169.201,35754040.0
2021-12-30,169.7,170.888,168.524,168.644,37583100.0
2021-12-31,168.956,169.35,166.558,166.717,47830380.0
2022-01-03,167.55,170.704,166.16,170.404,63869140.0
2022-01-04,170.438,171.4,166.349,167.522,70725160.0
2022-01-05,166.883,167.126,164.357,164.357,64302720.0
2022-01-06,163.45,164.8,161.937,163.254,51957780.0
2022-01-07,163.839,165.243,162.031,162.554,46605900.0
2022-01-10,160.586,161.662,156.305,161.486,87798300.0
2022-01-11,161.5,166.35,160.702,165.362,62805580.0
2022-01-12,166.575,166.878,164.417,165.207,50029120.0
2022-01-13,165.251,166.221,161.091,161.214,52188300.0
2022-01-14,160.15,162.25,159.8,162.138,45974860.0
2022-01-18,159.105,159.734,157.664,158.918,67441440.0
2022-01-19,158.762,159.25,156.25,156.299,53241920.0
2022-01-20,156.766,158.0,151.351,151.668,71973320.0
2022-01-21,149.95,150.9,142.07,142.643,163971440.0
2022-01-24,139.0,144.945,135.352,144.544,156044740.0
2022-01-25,142.242,143.6,138.145,139.986,90824660.0
2022-01-26,144.75,145.185,137.318,138.872,95601700.0
2022-01-27,140.8,144.243,139.35,139.638,77515800.0
2022-01-28,140.86,143.998,137.929,143.978,74391980.0
2022-01-31,144.75,150.36,144.301,149.574,78307440.0
2022-02-01,150.0,151.708,147.628,151.194,59219840.0
2022-02-02,155.05,155.075,148.864,150.612,87329760.0
2022-02-03,141.738,144.248,138.333,138.846,225531360.0
2022-02-04,155.606,161.2,150.608,157.64,253455860.0
2022-02-07,158.52,162.691,157.25,157.936,102624380.0
2022-02-08,156.751,161.792,155.55,161.414,76040360.0
2022-02-09,162.873,163.834,160.25,161.19,68785600.0
2022-02-10,158.35,160.716,157.75,159.004,68268120.0
2022-02-11,158.135,159.0,152.734,153.294,77100440.0
2022-02-14,151.751,158.448,151.65,155.167,83230700.0
2022-02-15,157.606,158.007,154.638,156.51,56970660.0
2022-02-16,155.79,158.834,154.734,158.1,52704280.0
2022-02-17,158.146,160.349,154.5,154.652,64032500.0
2022-02-18,155.499,155.499,150.893,152.602,63604100.0
2022-02-22,150.478,152.983,148.486,150.198,66128240.0
2022-02-23,151.651,151.763,144.651,144.827,64243560.0
2022-02-24,139.838,151.749,139.5,151.358,100785760.0
2022-02-25,150.55,153.99,149.214,153.788,62395360.0
2022-02-28,152.425,154.45,150.85,153.563,57683420.0
2022-03-01,152.733,154.099,149.977,151.142,44873580.0
2022-03-02,150.908,152.999,148.75,152.052,47334720.0
2022-03-03,153.532,153.929,146.856,147.898,65197200.0
2022-03-04,147.159,147.85,143.807,145.641,60983120.0
2022-03-07,145.444,146.094,137.416,137.453,86933860.0
2022-03-08,136.684,140.7,133.572,136.014,91662580.0
2022-03-09,139.5,140.25,136.828,139.279,82656660.0
2022-03-10,145.685,148.674,143.978,146.818,135062900.0
2022-03-11,149.574,149.675,145.369,145.524,68900560.0
2022-03-14,145.981,147.45,140.884,141.853,74086100.0
2022-03-15,142.85,147.985,142.0,147.366,75584600.0
2022-03-16,148.5,153.15,147.354,153.104,84957680.0
2022-03-17,152.64,157.498,152.14,157.239,72934840.0
2022-03-18,156.813,161.594,156.011,161.251,102962760.0
2022-03-21,161.121,163.084,159.553,161.492,66537520.0
2022-03-22,161.806,166.167,161.699,164.889,64086120.0
2022-03-23,163.705,166.37,162.687,163.408,55811860.0
2022-03-24,163.749,164.118,160.05,163.65,56798060.0
2022-03-25,164.0,165.368,162.25,164.773,49085500.0
2022-03-28,164.975,169.038,164.9,168.99,59853820.0
2022-03-29,170.384,170.832,167.868,169.315,66153600.0
2022-03-30,168.51,168.95,165.5,166.301,56167260.0
2022-03-31,166.445,166.495,162.954,162.998,59965780.0
2022-04-01,164.15,165.827,162.32,163.56,57089500.0
2022-04-04,164.125,168.394,163.206,168.346,50007960.0
2022-04-05,167.742,168.11,163.266,164.055,53728560.0
2022-04-06,161.651,162.2,157.254,158.756,79055760.0
2022-04-07,158.4,160.079,154.512,157.784,68136780.0
2022-04-08,156.75,157.368,154.231,154.46,46001660.0
2022-04-11,152.713,154.136,150.534,151.122,52112340.0
2022-04-12,153.692,155.099,150.383,150.788,55177440.0
2022-04-13,150.018,156.025,149.6,155.541,53390880.0
2022-04-14,155.39,155.897,151.472,151.706,51598140.0
2022-04-18,151.523,154.04,150.251,152.785,46513520.0
2022-04-19,152.03,158.649,151.55,158.116,54926420.0
2022-04-20,157.603,157.603,153.604,153.998,59630020.0
2022-04-21,154.714,156.738,147.59,148.296,63969320.0
2022-04-22,148.25,149.615,143.698,144.35,73078580.0
2022-04-25,144.023,146.222,142.307,146.074,61874980.0
2022-04-26,144.8,144.856,138.93,139.391,77529160.0
2022-04-27,140.192,141.948,135.784,138.167,71336300.0
2022-04-28,142.178,145.938,140.3,144.596,117316940.0
2022-04-29,129.849,130.761,121.625,124.282,272661720.0
2022-05-02,122.401,124.668,118.375,124.5,148788980.0
2022-05-03,124.054,126.22,122.825,124.254,79133360.0
2022-05-04,123.6,126.0,119.183,125.929,110745360.0
2022-05-05,123.0,123.499,115.072,116.407,144391220.0
2022-05-06,114.85,119.051,113.081,114.772,124259900.0
2022-05-09,111.312,114.0,107.957,108.789,128124380.0
2022-05-10,111.25,112.642,107.171,108.859,105433820.0
2022-05-11,108.104,110.156,104.429,105.372,109703640.0
2022-05-12,102.75,110.781,102.406,106.931,132025140.0
2022-05-13,109.069,113.184,107.8,113.055,93684560.0
2022-05-16,113.1,113.992,110.354,110.81,74565740.0
2022-05-17,113.275,115.8,111.277,115.368,76447740.0
2022-05-18,111.44,112.853,106.249,107.112,108379180.0
2022-05-19,106.28,110.034,106.193,107.319,88142540.0
2022-05-20,109.568,109.898,105.009,107.591,99500640.0
2022-05-23,108.461,108.819,103.95,107.557,107797360.0
2022-05-24,104.025,105.4,101.26,104.1,102934680.0
2022-05-25,103.656,108.175,103.65,106.775,93120100.0
2022-05-26,107.97,112.665,107.454,111.078,93002600.0
2022-05-27,113.55,115.187,112.628,115.146,93660160.0
2022-05-31,116.28,121.994,115.675,120.21,144634160.0
2022-06-01,122.256,125.179,120.622,121.684,127528980.0
2022-06-02,121.684,125.61,120.045,125.511,100560680.0
2022-06-03,124.2,124.4,121.046,122.35,97603320.0
2022-06-06,125.245,128.99,123.81,124.79,135269024.0
2022-06-07,122.005,124.1,120.63,123.0,85156712.0
2022-06-08,122.61,123.75,120.75,121.18,64926594.0
2022-06-09,119.99,121.3,116.1,116.15,67029842.0
2022-06-10,113.415,114.5,109.05,109.65,87412245.0
2022-06-13,104.19,106.54,101.86,103.67,99277742.0
2022-06-14,104.19,104.88,101.43,102.31,69728761.0
2022-06-15,103.86,109.06,103.53,107.67,85011060.0
2022-06-16,104.47,104.58,102.01,103.66,82186301.0
2022-06-17,102.8,106.98,102.51,106.22,99772147.0
2022-06-21,108.2,111.6299,103.56,108.68,70901245.0
2022-06-22,107.43,112.13,107.02,108.95,60040131.0
2022-06-23,110.39,113.0,107.93,112.44,64345300.0
2022-06-24,112.38,116.71,111.43,116.46,69867618.0
2022-06-27,117.09,117.98,112.7,113.22,62133240.0
2022-06-28,113.5,114.85,107.04,107.4,75172028.0
2022-06-29,107.38,110.99,106.91,108.92,66375341.0
2022-06-30,108.11,108.18,102.52,106.21,97679401.0
2022-07-01,106.29,109.75,105.8469,109.56,73021171.0
2022-07-05,107.6,114.08,106.3242,113.5,76684414.0
2022-07-06,113.21,115.48,112.01,114.33,66958884.0
2022-07-07,113.85,116.99,113.49,116.33,57872323.0
2022-07-08,114.6,116.58,113.69,115.54,45719694.0
2022-07-11,114.08,114.3,110.87,111.75,53540019.0
2022-07-12,112.16,113.23,108.34,109.22,54280257.0
2022-07-13,107.03,111.78,106.01,110.4,61353812.0
2022-07-14,110.24,111.18,107.58,110.63,51163140.0
2022-07-15,112.5,115.59,111.59,113.55,84317816.0
2022-07-18,115.0,117.24,113.15,113.76,59115419.0
2022-07-19,115.7,118.95,114.03,118.21,60990043.0
2022-07-20,118.615,123.475,118.32,122.77,71268322.0
2022-07-21,123.2,124.85,121.26,124.63,60239892.0
2022-07-22,125.01,125.5,121.3504,122.42,51463797.0
2022-07-25,122.695,123.64,120.03,121.14,50221259.0
2022-07-26,115.79,118.15,114.53,114.81,67075064.0
2022-07-27,117.31,121.9,117.16,120.97,61582015.0
2022-07-28,121.57,122.84,118.08,122.28,82245543.0
2022-07-29,134.9,137.65,132.41,134.95,148892889.0
2022-08-01,134.96,138.8339,133.51,135.39,76846908.0
2022-08-02,134.72,137.44,134.09,134.16,61922429.0
2022-08-03,136.21,140.49,136.05,139.52,71827780.0
2022-08-04,140.58,143.56,139.55,142.57,70585020.0
2022-08-05,140.1,142.86,139.6,140.8,50686865.0
2022-08-08,142.05,144.23,138.29,139.41,52303475.0
2022-08-09,138.052,138.9523,136.21,137.83,40434715.0
2022-08-10,142.9,144.6,141.01,142.69,54773819.0
2022-08-11,143.86,144.49,139.76,140.64,44867336.0
2022-08-12,142.05,143.57,140.1201,143.55,47643484.0
2022-08-15,142.8,143.76,141.49,143.18,39014583.0
2022-08-16,143.905,146.57,142.0,144.78,59102859.0
2022-08-17,142.69,143.38,140.78,142.1,48149778.0
2022-08-18,141.32,142.77,140.38,142.3,37458737.0
2022-08-19,140.47,141.11,137.9142,138.23,47792843.0
2022-08-22,135.72,136.32,132.85,133.22,50461504.0
2022-08-23,133.41,134.99,132.95,133.62,36252103.0
2022-08-24,132.75,135.47,132.1,133.8,38626978.0
2022-08-25,135.26,137.42,134.28,137.28,37496283.0
2022-08-26,136.55,137.83,130.5,130.75,53322663.0
2022-08-29,129.9,131.9499,128.77,129.79,48101638.0
2022-08-30,131.25,132.0745,126.85,128.73,49202990.0
2022-08-31,129.45,130.59,126.74,126.77,53648702.0
2022-09-01,126.0,128.02,123.66,127.82,56636145.0
2022-09-02,129.5,131.38,126.39,127.51,57429829.0
2022-09-06,127.92,128.62,124.74,126.11,43888587.0
2022-09-07,126.12,129.82,125.4,129.48,47834487.0
2022-09-08,127.72,130.28,127.1,129.82,43988509.0
2022-09-09,130.91,133.69,130.76,133.27,49422259.0
2022-09-12,134.095,136.49,134.0,136.45,53826859.0
2022-09-13,131.01,131.4,126.27,126.82,72694010.0
2022-09-14,127.364,128.84,126.33,128.55,45316772.0
2022-09-15,127.38,130.37,125.495,126.28,52887196.0
2022-09-16,122.78,123.87,120.7,123.53,115667804.0
2022-09-19,122.16,124.71,121.8,124.66,47279727.0
2022-09-20,123.35,124.3963,121.14,122.19,47698432.0
2022-09-21,122.49,123.76,118.45,118.54,58498887.0
2022-09-22,117.08,118.79,116.26,117.31,55229190.0
2022-09-23,116.0,116.05,112.06,113.78,65126665.0
2022-09-26,113.295,117.34,113.13,115.15,62723268.0
2022-09-27,117.195,118.32,113.05,114.41,60094693.0
2022-09-28,114.38,118.7,113.8,118.01,55763750.0
2022-09-29,115.6,116.07,113.06,114.8,58969714.0
2022-09-30,114.075,116.92,112.84,113.0,59479586.0
2022-10-03,113.58,116.91,112.45,115.88,50941854.0
2022-10-04,119.89,123.0,119.79,121.09,62812564.0
2022-10-05,118.58,121.75,117.69,120.95,48217535.0
2022-10-06,120.77,121.53,119.5,120.3,42253755.0
2022-10-07,118.0,118.17,113.88,114.56,54677980.0
2022-10-10,115.1,116.25,112.43,113.67,42339675.0
2022-10-11,112.71,115.48,110.39,112.21,56432233.0
2022-10-12,112.49,113.83,111.4,112.9,45728660.0
2022-10-13,107.88,113.44,105.345,112.53,86868103.0
2022-10-14,114.1,114.96,106.6,106.9,67737344.0
2022-10-17,110.11,114.19,110.09,113.79,62781985.0
2022-10-18,119.06,119.52,114.79,116.36,65607448.0
